baseline_primary_load,arrival_multiplier,primary_cost_multiplier,policy,seed,expected_total_load,attempted,admitted,rejected,final_backlog_hours,peak_backlog_hours,mean_backlog_hours,admitted_actual_hours,completed_hours,last_quarter_drift_hours_per_day
0.5,1,1,one_day_reservation,7,0.53125,761,647,114,1.2504037014286808,17.489856921753514,0.6353966091638437,1424.9350600139596,1423.6846563125312,0.0007465201019351815
0.5,1,1,unbounded,8,0.53125,730,730,0,0,14.554415975959191,0.7837478033642153,1508.00145844746,1508.0014584474595,0.0
0.5,1,1,one_day_reservation,8,0.53125,730,642,88,0,14.554415975959191,0.3062137977944673,1326.1515490432948,1326.1515490432944,0.0
0.5,1,1,unbounded,9,0.53125,728,728,0,0,21.57065979036063,1.481119944352584,1605.975340727267,1605.975340727267,0.0
0.5,1,1,one_day_reservation,9,0.53125,728,633,95,0,9.848250206139522,0.4075126407510929,1381.6729707652134,1381.672970765214,0.0
0.5,1,1,unbounded,10,0.53125,703,703,0,0,25.438890180860014,1.2075569167312838,1544.8810917668734,1544.881091766874,-0.021967587061594913
0.5,1,1,one_day_reservation,10,0.53125,703,591,112,0,22.271798621842223,0.48879074746268963,1321.4543539592696,1321.4543539592703,0.0
0.5,1,1,unbounded,11,0.53125,714,714,0,0,23.547274001876417,1.0091876559327908,1537.402932240874,1537.4029322408744,0.0
0.5,1,1,one_day_reservation,11,0.53125,714,614,100,0,13.396294950786867,0.41798167958429455,1357.8409992844743,1357.8409992844743,0.0
0.5,1,1,unbounded,12,0.53125,706,706,0,0,23.308768750812177,1.3203419408195265,1577.5360906081964,1577.5360906081962,-0.0158635685394132
0.5,1,1,one_day_reservation,12,0.53125,706,604,102,0,14.070993737699908,0.45019590842199414,1360.7443723683882,1360.744372368388,-0.0158635685394132
0.5,1,1,unbounded,13,0.53125,728,728,0,0,12.508432673004346,0.7347450439438344,1501.6289931921842,1501.6289931921842,-0.0466241824760136
0.5,1,1,one_day_reservation,13,0.53125,728,625,103,0,8.844929622104548,0.30562285693036945,1311.0547486072646,1311.0547486072644,0.0
0.5,1,1,unbounded,14,0.53125,701,701,0,0,18.35618475917477,0.911321800325622,1430.284824144576,1430.2848241445759,-0.03220811840325922
0.5,1,1,one_day_reservation,14,0.53125,701,622,79,0,11.643815307194505,0.3166203309700077,1271.9021294058277,1271.9021294058284,0.0
0.5,1,1,unbounded,15,0.53125,726,726,0,0.8930059894843048,34.14491566277056,1.6792140437135512,1613.9692701011595,1613.0762641116748,0.009813252631695657
0.5,1,1,one_day_reservation,15,0.53125,726,626,100,0,12.354723833158413,0.3834502866104851,1378.4205001327416,1378.4205001327412,0.0
0.5,1,1,unbounded,16,0.53125,707,707,0,0,11.908563317336487,0.7260277134265445,1439.8969527059646,1439.8969527059648,-0.021385773257833834
0.5,1,1,one_day_reservation,16,0.53125,707,624,83,0,11.908563317336487,0.4262210937201096,1287.469146916309,1287.4691469163085,-0.021385773257833834
0.5,1,1,unbounded,17,0.53125,762,762,0,3.3788063018950343,24.507821021813726,1.3877619353106156,1597.5087480637005,1594.129941761805,0.037129739581264115
0.5,1,1,one_day_reservation,17,0.53125,762,661,101,2.833079227902317,11.442780907661177,0.34625069895743676,1381.246084076686,1378.413004848783,0.031132738768157333
0.5,1,1,unbounded,18,0.53125,751,751,0,0,17.34907235726683,1.2005676742553182,1556.8224274291308,1556.8224274291301,0.0
0.5,1,1,one_day_reservation,18,0.53125,751,635,116,0,10.490187776270343,0.3415226697520484,1315.5588826798755,1315.5588826798758,0.0
0.5,1,1,unbounded,19,0.53125,743,743,0,0,20.45120220910166,1.301818684629155,1616.9463420779366,1616.9463420779357,0.0
0.5,1,1,one_day_reservation,19,0.53125,743,628,115,0,11.761724438449662,0.4930507450971147,1387.661101172622,1387.661101172622,0.0
0.5,1,1,unbounded,20,0.53125,753,753,0,0,22.348796269386554,1.4881837211877351,1675.279756037249,1675.2797560372483,-0.1045951542806649
0.5,1,1,one_day_reservation,20,0.53125,753,637,116,0,11.218393004705582,0.42653779763584865,1402.3898051286894,1402.3898051286887,-0.0420073590123046
0.5,1,1,unbounded,21,0.53125,730,730,0,1.8376790893485726,16.53203765577451,0.8774131523789511,1595.495542333427,1593.6578632440792,0.02019427570712717
0.5,1,1,one_day_reservation,21,0.53125,730,636,94,0,7.340125647989979,0.393482270882644,1412.8392091418323,1412.8392091418336,0.0
0.5,1,1,unbounded,22,0.53125,737,737,0,0,20.70027547430135,1.397611678903178,1573.2847700983643,1573.2847700983646,0.0
0.5,1,1,one_day_reservation,22,0.53125,737,616,121,0,14.167301489409756,0.42446425027111934,1331.6672812984139,1331.667281298414,0.0
0.5,1,1,unbounded,23,0.53125,732,732,0,0,18.798315970483497,1.0978118839944027,1623.557578871032,1623.5575788710319,0.0
0.5,1,1,one_day_reservation,23,0.53125,732,634,98,0,11.420184004010654,0.4222296090554122,1412.0581239823077,1412.0581239823084,0.0
0.5,1,1,unbounded,24,0.53125,740,740,0,0,16.105671870598954,0.9839513250632218,1602.6800974117552,1602.680097411755,0.0
0.5,1,1,one_day_reservation,24,0.53125,740,647,93,0,9.150860006341425,0.33759931253888864,1393.2131367533516,1393.2131367533514,0.0
0.5,1,1,unbounded,25,0.53125,698,698,0,18.936754688157883,18.936754688157883,1.0591721161744703,1574.2275381609184,1555.2907834727605,0.20809620536437234
0.5,1,1,one_day_reservation,25,0.53125,698,609,89,0,13.686559484379018,0.40775160641415636,1381.7957874265019,1381.7957874265026,0.0
0.5,1,1,unbounded,26,0.53125,789,789,0,0,23.48965436435259,2.435167168472703,1846.584766857509,1846.5847668575095,0.0
0.5,1,1,one_day_reservation,26,0.53125,789,641,148,0,13.227297138757883,0.6088392443639316,1512.044099416556,1512.0440994165565,0.0
0.5,1,1,unbounded,27,0.53125,712,712,0,0,19.76957301967906,0.9805098126670251,1444.0544275409065,1444.054427540906,0.0
0.5,1,1,one_day_reservation,27,0.53125,712,621,91,0,12.094485960988216,0.39164944868336343,1266.597150142845,1266.5971501428446,0.0
0.5,1,1,unbounded,28,0.53125,758,758,0,8.571220339816705,19.020124644692167,1.0864977452616307,1609.6344123973684,1601.063192057552,0.09418923450348027
0.5,1,1,one_day_reservation,28,0.53125,758,655,103,0,7.457050155889098,0.26594028533143443,1341.1094940322696,1341.10949403227,0.0
0.5,1,1,unbounded,29,0.53125,739,739,0,2.6243996178395985,21.867426181539255,1.1577050643304978,1565.738652776429,1563.114253158589,-0.18434307232510871
0.5,1,1,one_day_reservation,29,0.53125,739,633,106,2.6243996178395985,13.439769543453526,0.38649229905128707,1329.0998498366725,1326.4754502188334,-0.0309381310507025
0.5,1,0.75,unbounded,0,0.40625,719,719,0,0,9.352908101223196,0.3045919629464262,1156.252592607035,1156.2525926070352,0.0
0.5,1,0.75,one_day_reservation,0,0.40625,719,687,32,0,8.2674816774703,0.18666605237038683,1110.4260316488208,1110.4260316488205,0.0
0.5,1,0.75,unbounded,1,0.40625,704,704,0,0,6.817493365776315,0.2158798364962597,1103.7343869087017,1103.7343869087024,0.0
0.5,1,0.75,one_day_reservation,1,0.40625,704,675,29,0,6.817493365776315,0.1423853844637452,1047.3461467090335,1047.3461467090337,0.0
0.5,1,0.75,unbounded,2,0.40625,703,703,0,0,6.991052409027482,0.2216153025531514,1154.0311225378084,1154.0311225378089,0.0
0.5,1,0.75,one_day_reservation,2,0.40625,703,674,29,0,6.991052409027482,0.1362740949198752,1107.1816720228016,1107.1816720228016,0.0
0.5,1,0.75,unbounded,3,0.40625,730,730,0,0,6.461871831510747,0.2130018738924654,1157.6882596421963,1157.6882596421963,0.0
0.5,1,0.75,one_day_reservation,3,0.40625,730,702,28,0,5.007029899734764,0.14367091758426592,1108.545689510716,1108.5456895107163,0.0
0.5,1,0.75,unbounded,4,0.40625,696,696,0,0,18.685143091669786,0.43651291639396567,1130.432825919352,1130.4328259193521,-0.004782303670874859
0.5,1,0.75,one_day_reservation,4,0.40625,696,665,31,0,18.685143091669786,0.23385858580119753,1069.9055026074507,1069.905502607451,-0.004782303670874859
0.5,1,0.75,unbounded,5,0.40625,730,730,0,2.6363305930584104,7.048119179890147,0.23070006997483347,1118.524827467326,1115.8884968742673,0.028970665857784732
0.5,1,0.75,one_day_reservation,5,0.40625,730,699,31,0,7.048119179890147,0.13752969012995706,1064.374732458453,1064.374732458453,0.0
0.5,1,0.75,unbounded,6,0.40625,724,724,0,0,25.174206782468104,0.7595508377583131,1255.289916120884,1255.2899161208836,0.0
0.5,1,0.75,one_day_reservation,6,0.40625,724,678,46,0,20.289780535480073,0.40904454164975645,1190.6780561102453,1190.6780561102455,0.0
0.5,1,0.75,unbounded,7,0.40625,761,761,0,0,11.117392691315136,0.4526775464850979,1280.4942286363585,1280.494228636359,-0.014713797128010807
0.5,1,0.75,one_day_reservation,7,0.40625,761,723,38,0,11.117392691315136,0.3167636875227235,1227.720687117942,1227.7206871179421,0.0
0.5,1,0.75,unbounded,8,0.40625,730,730,0,0,8.915811981969394,0.18818524125381694,1152.57702164799,1152.5770216479896,0.0
0.5,1,0.75,one_day_reservation,8,0.40625,730,705,25,0,8.915811981969394,0.1583806157721856,1122.3543938547846,1122.3543938547841,0.0
0.5,1,0.75,unbounded,9,0.40625,728,728,0,0,14.493086910588325,0.49835880304854857,1228.3569278401899,1228.35692784019,0.0
0.5,1,0.75,one_day_reservation,9,0.40625,728,695,33,0,8.381572116833617,0.2045371738046178,1146.8185474574127,1146.8185474574127,0.0
0.5,1,0.75,unbounded,10,0.40625,703,703,0,0,15.944516753470438,0.36636499522352023,1176.87114761259,1176.8711476125898,0.0
0.5,1,0.75,one_day_reservation,10,0.40625,703,660,43,0,14.77641398011217,0.21882043115589664,1116.3277833115937,1116.3277833115933,0.0
0.5,1,0.75,unbounded,11,0.40625,714,714,0,0,13.201470397682993,0.2929279447362847,1171.4407678095981,1171.4407678095986,0.0
0.5,1,0.75,one_day_reservation,11,0.40625,714,685,29,0,13.201470397682993,0.18817162481678643,1133.0228814329753,1133.0228814329753,0.0
0.5,1,0.75,unbounded,12,0.40625,706,706,0,0,11.856339059223735,0.381461356311578,1207.2061910847606,1207.2061910847603,0.0
0.5,1,0.75,one_day_reservation,12,0.40625,706,666,40,0,11.682936640952537,0.242937248054086,1147.0555650946649,1147.0555650946644,0.0
0.5,1,0.75,unbounded,13,0.40625,728,728,0,0,9.642991358119367,0.23388843738240853,1147.4846276036983,1147.4846276036983,0.0
0.5,1,0.75,one_day_reservation,13,0.40625,728,684,44,0,6.8060757363791815,0.1394125063971368,1087.014200667466,1087.0142006674657,0.0
0.5,1,0.75,unbounded,14,0.40625,701,701,0,0,8.727349617118968,0.2696816309167993,1094.1508807131877,1094.150880713188,-0.001962853502281619
0.5,1,0.75,one_day_reservation,14,0.40625,701,667,34,0,7.572644856820183,0.17264535525982502,1048.5803232195017,1048.5803232195017,0.0
0.5,1,0.75,unbounded,15,0.40625,726,726,0,0,16.718973998898356,0.49019086021565106,1232.510482836441,1232.5104828364401,0.0
0.5,1,0.75,one_day_reservation,15,0.40625,726,697,29,0,7.622761165834984,0.1732418260659577,1173.1794813818115,1173.1794813818117,0.0
0.5,1,0.75,unbounded,16,0.40625,707,707,0,0,7.456143917285225,0.22846950883698447,1098.4849880999388,1098.484988099939,-0.002451215874770956
0.5,1,0.75,one_day_reservation,16,0.40625,707,682,25,0,7.456143917285225,0.1745230329994739,1061.31352402267,1061.31352402267,-0.002451215874770956
0.5,1,0.75,unbounded,17,0.40625,762,762,0,0.5341047264212779,16.998251282778458,0.3682797512079579,1219.086760278132,1218.5526555517106,0.005869282707926131
0.5,1,0.75,one_day_reservation,17,0.40625,762,722,40,0.5341047264212779,7.015469986841397,0.13966999482460615,1152.6021134277594,1152.0680087013377,0.005869282707926131
0.5,1,0.75,unbounded,18,0.40625,751,751,0,0,9.095829830381874,0.36739052774368824,1193.9887511324716,1193.988751132472,0.0
0.5,1,0.75,one_day_reservation,18,0.40625,751,700,51,0,8.968393402869552,0.19072631087648498,1118.4312754621048,1118.4312754621053,0.0
0.5,1,0.75,unbounded,19,0.40625,743,743,0,0,13.338401656826242,0.452689418607827,1236.851594745332,1236.8515947453322,0.0
0.5,1,0.75,one_day_reservation,19,0.40625,743,693,50,0,8.722912427348618,0.21916331897979177,1151.6931224354842,1151.6931224354842,0.0
0.5,1,0.75,unbounded,20,0.40625,753,753,0,0,14.274161829485031,0.4898729441208178,1296.1022476052342,1296.1022476052344,-0.05787792123201309
0.5,1,0.75,one_day_reservation,20,0.40625,753,706,47,0,8.898614856443029,0.24952326983465906,1206.2875711850008,1206.2875711850006,-0.05787792123201309
0.5,1,0.75,unbounded,21,0.40625,730,730,0,0.1381127275098457,8.938692613732481,0.2256050519857666,1223.6687626642124,1223.5306499367025,0.0015177222803279748
0.5,1,0.75,one_day_reservation,21,0.40625,730,702,28,0.1381127275098457,6.141253279515,0.14050735775388426,1175.4137948250725,1175.2756820975628,0.0015177222803279748
0.5,1,0.75,unbounded,22,0.40625,737,737,0,0,11.773485993030189,0.4474011518358337,1203.8832873801205,1203.8832873801202,0.0
0.5,1,0.75,one_day_reservation,22,0.40625,737,687,50,0,8.625476117057318,0.20451985533861639,1117.8600021460766,1117.8600021460763,0.0
0.5,1,0.75,unbounded,23,0.40625,732,732,0,0,10.283516838305175,0.2993126806181512,1242.0858744208936,1242.0858744208933,0.0
0.5,1,0.75,one_day_reservation,23,0.40625,732,705,27,0,6.565138003007991,0.2173822198304569,1199.8403342253223,1199.8403342253227,0.0
0.5,1,0.75,unbounded,24,0.40625,740,740,0,0,8.23303271883271,0.2887987441391137,1226.0079105505115,1226.007910550511,0.0
0.5,1,0.75,one_day_reservation,24,0.40625,740,711,29,0,8.23303271883271,0.1759359274439516,1174.6077029020166,1174.6077029020166,0.0
0.5,1,0.75,unbounded,25,0.40625,698,698,0,7.03979500872976,8.670523476289205,0.28019878048132485,1200.3845066269673,1193.3447116182372,0.07736038471131604
0.5,1,0.75,one_day_reservation,25,0.40625,698,670,28,0,8.264919613284263,0.1577876527536083,1154.0557528315244,1154.0557528315244,0.0
0.5,1,0.75,unbounded,26,0.40625,789,789,0,0,11.72884486508552,0.5526775506126863,1411.6159978962046,1411.6159978962048,0.0
0.5,1,0.75,one_day_reservation,26,0.40625,789,741,48,0,8.780641839749258,0.3398257746345376,1324.9270280433038,1324.9270280433038,0.0
0.5,1,0.75,unbounded,27,0.40625,712,712,0,0,8.496352169817413,0.25036350164121657,1102.228777081157,1102.228777081157,0.0
0.5,1,0.75,one_day_reservation,27,0.40625,712,682,30,0,7.216030187016273,0.18067554563708377,1070.0052718470863,1070.005271847086,0.0
0.5,1,0.75,unbounded,28,0.40625,758,758,0,1.5192404599936147,10.153258507875602,0.27904245088728724,1225.2969715930735,1223.7777311330797,0.01669495010981994
0.5,1,0.75,one_day_reservation,28,0.40625,758,723,35,0,4.860800894026109,0.13752592898995447,1142.8756291709606,1142.8756291709606,0.0
0.5,1,0.75,unbounded,29,0.40625,739,739,0,0,9.887099130710126,0.297744455380084,1198.94767081413,1198.9476708141294,-0.06633235048487973
0.5,1,0.75,one_day_reservation,29,0.40625,739,699,40,0,9.434380224741847,0.1813600878631525,1136.7631771646845,1136.7631771646845,-0.015762420052108213
0.5,1,0.5,unbounded,0,0.28125,719,719,0,0,3.6949442287311847,0.04027029500744402,806.8144754858979,806.8144754858979,0.0
0.5,1,0.5,one_day_reservation,0,0.28125,719,719,0,0,3.6949442287311847,0.04027029500744402,806.8144754858979,806.8144754858979,0.0
0.5,1,0.5,unbounded,1,0.28125,704,704,0,0,4.222364072077612,0.03656531821731084,763.5012791861723,763.501279186172,0.0
0.5,1,0.5,one_day_reservation,1,0.28125,704,704,0,0,4.222364072077612,0.03656531821731084,763.5012791861723,763.501279186172,0.0
0.5,1,0.5,unbounded,2,0.28125,703,703,0,0,4.862758958918597,0.03858096387430346,803.4214853622307,803.4214853622308,0.0
0.5,1,0.5,one_day_reservation,2,0.28125,703,703,0,0,4.862758958918597,0.03858096387430346,803.4214853622307,803.4214853622308,0.0
0.5,1,0.5,unbounded,3,0.28125,730,730,0,0,2.648499677673355,0.02229490527082634,798.1158901016377,798.1158901016377,0.0
0.5,1,0.5,one_day_reservation,3,0.28125,730,729,1,0,2.648499677673355,0.02229490527082634,796.6227105198927,796.6227105198927,0.0
0.5,1,0.5,unbounded,4,0.28125,696,696,0,0,13.122059515023246,0.13366412306884162,789.0019515743556,789.0019515743558,0.0
0.5,1,0.5,one_day_reservation,4,0.28125,696,691,5,0,13.122059515023246,0.09926639763559883,778.7663362682908,778.7663362682912,0.0
0.5,1,0.5,unbounded,5,0.28125,730,730,0,0,3.8003679282353353,0.04948758293080042,777.1509894925504,777.1509894925504,0.0
0.5,1,0.5,one_day_reservation,5,0.28125,730,729,1,0,3.8003679282353353,0.04883670667375687,776.9134196587295,776.9134196587295,0.0
0.5,1,0.5,unbounded,6,0.28125,724,724,0,0,11.777522340112839,0.16516928486642646,856.1908666868671,856.1908666868671,0.0
0.5,1,0.5,one_day_reservation,6,0.28125,724,717,7,0,11.777522340112839,0.1408502976140456,849.5814042376193,849.5814042376193,0.0
0.5,1,0.5,unbounded,7,0.28125,761,761,0,0,4.744928460876757,0.09615153032718388,885.316419056145,885.3164190561449,0.0
0.5,1,0.5,one_day_reservation,7,0.28125,761,761,0,0,4.744928460876757,0.09615153032718388,885.316419056145,885.3164190561449,0.0
0.5,1,0.5,unbounded,8,0.28125,730,730,0,0,4.620860626283514,0.03547042662068553,797.152584848519,797.152584848519,0.0
0.5,1,0.5,one_day_reservation,8,0.28125,730,730,0,0,4.620860626283514,0.03547042662068553,797.152584848519,797.152584848519,0.0
0.5,1,0.5,unbounded,9,0.28125,728,728,0,0,7.748235064249538,0.11680204084175937,850.7385149531117,850.7385149531119,0.0
0.5,1,0.5,one_day_reservation,9,0.28125,728,723,5,0,7.748235064249538,0.08810712380561876,841.2252355943263,841.2252355943263,0.0
0.5,1,0.5,unbounded,10,0.28125,703,703,0,0,7.963011168980293,0.04857699124937134,808.8612034583031,808.861203458303,0.0
0.5,1,0.5,one_day_reservation,10,0.28125,703,702,1,0,7.963011168980293,0.0414087211167777,806.2447848599063,806.2447848599063,0.0
0.5,1,0.5,unbounded,11,0.28125,714,714,0,0,6.9887041035328,0.04240218821916058,805.478603378322,805.478603378322,0.0
0.5,1,0.5,one_day_reservation,11,0.28125,714,712,2,0,6.9887041035328,0.04240218821916058,804.5591048351579,804.5591048351579,0.0
0.5,1,0.5,unbounded,12,0.28125,706,706,0,0,7.904226039482488,0.079206913373261,836.8762915613266,836.8762915613264,0.0
0.5,1,0.5,one_day_reservation,12,0.28125,706,702,4,0,7.904226039482488,0.07670798038887312,833.191096560365,833.1910965603648,0.0
0.5,1,0.5,unbounded,13,0.28125,728,728,0,0,6.777550043234388,0.03867942084430551,793.3402620152116,793.3402620152116,0.0
0.5,1,0.5,one_day_reservation,13,0.28125,728,726,2,0,6.777550043234388,0.033212684849745724,791.3449033771973,791.3449033771973,0.0
0.5,1,0.5,unbounded,14,0.28125,701,701,0,0,2.4817495607209477,0.039333640549345024,758.0169372817999,758.0169372817999,0.0
0.5,1,0.5,one_day_reservation,14,0.28125,701,701,0,0,2.4817495607209477,0.039333640549345024,758.0169372817999,758.0169372817999,0.0
0.5,1,0.5,unbounded,15,0.28125,726,726,0,0,4.837168116934123,0.0441626805551235,851.051695571721,851.0516955717212,0.0
0.5,1,0.5,one_day_reservation,15,0.28125,726,726,0,0,4.837168116934123,0.0441626805551235,851.051695571721,851.0516955717212,0.0
0.5,1,0.5,unbounded,16,0.28125,707,707,0,0,5.3791833861986404,0.04002688086088279,757.0730234939108,757.0730234939106,0.0
0.5,1,0.5,one_day_reservation,16,0.28125,707,707,0,0,5.3791833861986404,0.04002688086088279,757.0730234939108,757.0730234939106,0.0
0.5,1,0.5,unbounded,17,0.28125,762,762,0,0,9.546493536217753,0.06835402286643633,840.6647724925618,840.664772492562,0.0
0.5,1,0.5,one_day_reservation,17,0.28125,762,758,4,0,9.546493536217753,0.05510774816653143,835.4492969604817,835.4492969604818,0.0
0.5,1,0.5,unbounded,18,0.28125,751,751,0,0,5.978928935246369,0.06635962093237822,831.1550748358122,831.1550748358122,0.0
0.5,1,0.5,one_day_reservation,18,0.28125,751,748,3,0,5.978928935246369,0.058735247159220946,828.3721784086099,828.3721784086099,0.0
0.5,1,0.5,unbounded,19,0.28125,743,743,0,0,6.2256011045508295,0.08439645227131491,856.7568474127303,856.7568474127304,0.0
0.5,1,0.5,one_day_reservation,19,0.28125,743,739,4,0,5.857733812464893,0.08338859667655893,851.655042116501,851.6550421165011,0.0
0.5,1,0.5,unbounded,20,0.28125,753,753,0,0,7.087138342026124,0.131109161081428,916.9247391732181,916.924739173218,-0.011160688183361264
0.5,1,0.5,one_day_reservation,20,0.28125,753,751,2,0,7.087138342026124,0.131109161081428,916.0172278240486,916.0172278240485,-0.011160688183361264
0.5,1,0.5,unbounded,21,0.28125,730,730,0,0,1.6650235341808113,0.01934101836146187,851.8419829949949,851.8419829949946,0.0
0.5,1,0.5,one_day_reservation,21,0.28125,730,730,0,0,1.6650235341808113,0.01934101836146187,851.8419829949949,851.8419829949946,0.0
0.5,1,0.5,unbounded,22,0.28125,737,737,0,0,4.310520300722928,0.08049221885034549,834.4818046618764,834.4818046618763,0.0
0.5,1,0.5,one_day_reservation,22,0.28125,737,736,1,0,4.310520300722928,0.08049221885034549,833.2419011829752,833.2419011829752,0.0
0.5,1,0.5,unbounded,23,0.28125,732,732,0,0,2.906258927939625,0.03502669771255978,860.6141699707556,860.6141699707553,0.0
0.5,1,0.5,one_day_reservation,23,0.28125,732,732,0,0,2.906258927939625,0.03502669771255978,860.6141699707556,860.6141699707553,0.0
0.5,1,0.5,unbounded,24,0.28125,740,740,0,0,2.822021812555141,0.033178127139830975,849.3357236892658,849.335723689266,0.0
0.5,1,0.5,one_day_reservation,24,0.28125,740,740,0,0,2.822021812555141,0.033178127139830975,849.3357236892658,849.335723689266,0.0
0.5,1,0.5,unbounded,25,0.28125,698,698,0,0.2376261253637324,3.581536695171714,0.029790453106105515,826.5414750930174,826.3038489676537,0.0026112761028981584
0.5,1,0.5,one_day_reservation,25,0.28125,698,698,0,0.2376261253637324,3.581536695171714,0.029790453106105515,826.5414750930174,826.3038489676537,0.0026112761028981584
0.5,1,0.5,unbounded,26,0.28125,789,789,0,0,5.152563243390347,0.08619222246391996,976.6472289349007,976.647228934901,0.0
0.5,1,0.5,one_day_reservation,26,0.28125,789,789,0,0,5.152563243390347,0.08619222246391996,976.6472289349007,976.647228934901,0.0
0.5,1,0.5,unbounded,27,0.28125,712,712,0,0,3.8866629608105328,0.042610174510157486,760.403126621405,760.4031266214051,0.0
0.5,1,0.5,one_day_reservation,27,0.28125,712,712,0,0,3.8866629608105328,0.042610174510157486,760.403126621405,760.4031266214051,0.0
0.5,1,0.5,unbounded,28,0.28125,758,758,0,0,4.3478289016789375,0.03496451369144983,840.9595307887748,840.9595307887747,0.0
0.5,1,0.5,one_day_reservation,28,0.28125,758,758,0,0,4.3478289016789375,0.03496451369144983,840.9595307887748,840.9595307887747,0.0
0.5,1,0.5,unbounded,29,0.28125,739,739,0,0,5.428990906030172,0.04053513112547199,832.1566888518271,832.1566888518271,-0.00214381774695375
0.5,1,0.5,one_day_reservation,29,0.28125,739,735,4,0,5.428990906030172,0.040000645057053384,829.3081832432981,829.3081832432981,0.0
0.5,2,1,unbounded,0,1.0625,1483,1483,0,173.51195644228753,206.78619930691139,142.43628345068464,3084.8283437652744,2911.3163873229873,0.21499668142300235
0.5,2,1,one_day_reservation,0,1.0625,1483,903,580,0,13.196892139270457,0.6121726545703073,1870.8998645133745,1870.8998645133743,0.0
0.5,2,1,unbounded,1,1.0625,1465,1465,0,199.40978613371794,223.45748730504133,97.95839122493625,3105.69814329196,2906.288357158241,0.663255378217044
0.5,2,1,one_day_reservation,1,1.0625,1465,887,578,0,15.940235022277228,0.6498326053326093,1842.7282341088012,1842.7282341088026,-0.0244127108180274
0.5,2,1,unbounded,2,1.0625,1443,1443,0,124.80233609475837,135.1387529178319,85.81881226827703,3044.8023360947586,2920.0,0.1376107778857726
0.5,2,1,one_day_reservation,2,1.0625,1443,904,539,0,12.436190936072244,0.6466251140989412,1882.9272828337548,1882.927282833754,0.0
0.5,2,1,unbounded,3,1.0625,1450,1450,0,176.12791284296833,190.8479578097454,101.2109898784176,3073.6866459574617,2897.5587331144934,0.6961004122326914
0.5,2,1,one_day_reservation,3,1.0625,1450,899,551,0,11.563144201022833,0.6870601645844138,1893.254727229776,1893.2547272297766,0.0
0.5,2,1,unbounded,4,1.0625,1433,1433,0,210.88617620128008,267.8070735320643,125.02403595810284,3063.0605800293797,2852.1744038281013,0.04200300385370109
0.5,2,1,one_day_reservation,4,1.0625,1433,887,546,0,20.212608703083163,0.7590473143090611,1890.3146007942241,1890.3146007942237,0.0
0.5,2,1,unbounded,5,1.0625,1479,1479,0,253.33450511256854,272.07346957203816,119.75164740912174,3166.524918333316,2913.1904132207464,1.2517254550777264
0.5,2,1,one_day_reservation,5,1.0625,1479,911,568,7.122645677516655,13.782828467908224,0.6472918425518538,1893.0966459442416,1885.9740002667245,0.07827083162106215
0.5,2,1,unbounded,6,1.0625,1491,1491,0,255.55917804138585,337.715209031998,171.2262861171374,3143.2761988593916,2887.7170208180078,-0.36714826533364786
